G5oh_A01_n4	G6oh_A02_n3	G6oh_A03_n6	G6oh_A03_n7	G6oh_A03_n3	G7oh_A03_n4	G8oh_A01_n2	G8oh_A01_n3	G8oh_A03_n3
259.803	581.818	337.08	272.506	304.644	332.742		469.815	269.096
259.926	582.075	337.18	272.681	304.7163	332.846		469.963	269.436
260.047	582.36	337.42	272.876	304.8851	333.143		470.138	269.639
260.164	582.65	337.732	273.015	305.15	333.201		470.25	269.87
260.25	582.888	337.899	273.112	305.3199	333.515		470.477	269.995
260.369	583.211	338.191	273.231	305.488	333.657		470.747	270.055
260.522	583.42	338.373	273.362	305.6512	333.837		470.984	270.563
260.64	583.751	338.624	273.476	305.7595	334.204		471.167	270.751
260.771	584.053	338.874	273.618	305.8997	334.479		471.328	271.148
260.952	584.457	339.202	273.745	306.0628	334.727		471.512	271.209
261.074	584.7	339.365	273.879	306.2243	334.919		471.636	271.25
261.256	585.149	339.609	273.977	306.3759	335.046		471.833	271.547
261.312	585.385	339.829	274.118	306.5538	335.268		471.967	271.659
261.427	585.666	339.964	274.268	306.7724	335.31		472.123	271.983
261.51	585.92	340.192	274.377	306.8979	335.576		472.205	272.342
261.693	586.223	340.352	274.547	307.0721	335.727		472.677	272.445
261.861	586.526	340.524	274.641	307.2627	335.824		472.904	272.836
261.969	586.803	340.596	274.79	307.4225	335.992		473.058	272.947
262.057	587.159	340.942	274.892	307.5623	336.069		473.252	273.111
262.214	587.432	341.107	275.041	307.6964	336.288		473.425	273.314
262.304	587.696	341.266	275.131	307.9036	336.376		473.513	273.492
262.429	588.135	341.485	275.24	307.9982	336.53		473.777	273.528
262.569	588.516	341.613	275.354	308.1709	336.674		473.982	273.816
262.671	588.801	341.791	275.487	308.3036	336.799		474.176	273.924
262.775	589.254	342.008	275.598	308.4461	336.961		474.374	274.043
262.904	589.45	342.243	275.757	308.6055	337.121		474.608	274.153
263.044	589.86	342.331	275.833	308.8413	337.213		474.782	274.323
263.187	590.162	342.429	275.953	308.9574	337.343		474.881	274.37
263.363	590.375	342.537	276.058	309.1468	337.485		475.074	274.424
263.589	590.654	342.764	276.202	309.2918	337.559		475.186	274.598
263.682	591.02	342.895	276.328	309.4543	337.703		475.362	274.636
263.795	591.404	343.011	276.449	309.6165	337.785		475.522	274.935
263.924	591.648	343.08	276.566	309.752	337.882		475.606	274.969
264.067	591.883	343.382	276.667	309.9273	337.976		475.768	275.132
264.181	592.149	343.518	276.843	310.0739	338.155		475.853	275.183
264.265	592.46	343.646	276.936	310.2028	338.277		476.025	275.33
264.388	592.705	343.732	277.082	310.4875	338.475		476.082	275.373
264.542	593.005	343.904	277.2	310.5923	338.567		476.215	275.475
264.643	593.339	344.117	277.346	310.69	338.632		476.297	275.521
264.775	593.597	344.237	277.48	310.8643	339.028		476.665	275.77
264.9	593.859	344.468	277.554	311.0428	339.116		476.961	275.867
265.071	594.109	344.551	277.776	311.1937	339.15		477.243	275.931
265.187	594.39	344.652	277.876	311.3776	339.252		477.498	276.569
265.307	594.772	344.803	278.201	311.4663	339.595		477.717	276.931
265.445	595.006	344.97	278.34	311.6178	339.815		477.914	277.183
265.533	595.395	345.106	278.41	311.7927	340.073		477.988	277.257
265.642	595.67	345.2	278.612	311.9292	340.208		478.197	277.32
265.818	596.131	345.299	278.698	312.1632	340.414		478.39	278.034
265.901	596.381	345.496	278.863	312.2758	340.663		478.617	278.127
266.092	596.645	345.767	278.981	312.4264	340.899		478.844	278.229
266.191	596.902	345.958	279.114	312.6265	341.068		479.036	278.321
266.376	597.167	346.108	279.288	312.733	341.148		479.151	278.371
266.531	597.58	346.352	279.419	312.9112	341.345		479.281	278.738
266.776	597.838	346.43	279.538	313.0536	341.477		479.517	278.795
266.852	598.182	346.58	279.655	313.2369	341.661		479.644	278.883
266.973	598.424	346.723	279.813	313.3762	341.853		479.793	279.122
267.075	598.706	346.867	279.953	313.511	341.908		479.928	279.315
267.166	599.122	346.982	280.075	313.6973	342.028		480.026	279.36
267.304	599.443	347.226	280.234	313.8441	342.197		480.143	279.506
267.44	599.814	347.404	280.369	314.0484	342.271		480.508	279.53
267.579		347.495	280.531	314.1708	342.37		480.799	279.703
267.73		347.613	280.679	314.3461	342.574		480.97	279.737
267.809		347.939	280.767	314.482	342.72		481.208	279.927
267.915		348.081	280.911	314.6617	342.781		481.456	279.956
268.055		348.307	281.033	314.8165	342.886		481.564	280.062
268.186		348.546	281.155	314.9576	343.058		481.758	280.089
268.299		348.684	281.283	315.0926	343.143		481.97	280.388
268.419		348.863	281.376	315.2668	343.26		482.065	280.47
268.517		349.007	281.56	315.4451	343.39		482.315	280.505
268.687		349.087	281.676	315.6373	343.529		482.437	280.545
268.788		349.314	281.791	315.7992	343.773		482.766	280.864
268.924		349.468	281.935	315.9251	343.841		482.945	280.935
269.1		349.581	282.129	316.1441	343.933		483.098	280.973
269.213		349.733	282.219	316.3007	344.008		483.344	281.019
269.285		349.87	282.336	316.417	344.145		483.504	281.216
269.411		350.038	282.445	316.5668	344.223		483.662	281.343
269.543		350.108	282.585	316.6591	344.318		483.746	281.413
269.622		350.204	282.703	316.828	344.63		483.957	281.514
269.721		350.367	282.804	316.9472	344.728		484.031	282.02
269.979		350.521	282.914	317.045	344.963		484.211	282.366
270.11		350.643	283.05	317.2176	345.165		484.347	282.573
270.248		350.788	283.177	317.467	345.242		484.41	282.724
270.329		350.937	283.363	317.5842	345.361		484.617	282.942
270.442		351.008	283.46	317.74	345.469		484.675	283.003
270.53		351.161	283.575	317.9221	345.571		484.865	283.422
270.763		351.292	283.749	318.0448	345.938		484.937	283.561
270.841		351.413	283.866	318.3096	346.134		485.56	283.633
270.997		351.53	283.988	318.472	346.307		485.772	283.828
271.059		351.68	284.087	318.5919	346.565		485.873	283.89
271.227		351.794	284.295	318.7328	346.918		486.11	284.052
271.328		351.889	284.413	318.8304	347.081		486.292	284.24
271.421		352.065	284.504	319.0785	347.213		486.47	284.261
271.608		352.277	284.67	319.1868	347.463		486.614	284.365
271.761		352.386	284.78	319.3836	347.531		486.77	284.447
271.85		352.528	284.908	319.5375	347.775		486.982	284.464
272.029		352.826	285.003	319.6343	347.962		487.161	284.584
272.131		352.979	285.172	319.8013	348.051		487.349	284.638
272.227		353.238	285.285	319.9631	348.123		487.489	284.734
272.34		353.391	285.452	320.1657	348.272		487.671	284.892
272.569		353.493	285.577	320.2654	348.476		487.796	285.024
272.687		353.731	285.711	320.4373	348.614		487.932	285.057
272.772		354.096	285.823	320.5625	348.699		488.077	285.207
272.869		354.248	285.95	320.7971	348.819		488.229	285.232
273		354.445	286.23	320.868	348.903		488.37	285.302
273.143		354.689	286.432	321.0299	349.125		488.508	285.329
273.308		354.948	286.606	321.1527	349.197		488.611	285.414
273.39		355.097	286.797	321.286	349.397		488.776	285.522
273.508		355.271	287.026	321.45	349.576		488.894	285.784
273.66		355.481	287.167	321.6525	349.646		489.038	285.809
273.765		355.704	287.362	321.7488	349.783		489.103	285.833
273.963		355.891	287.495	321.8923	349.885		489.222	285.969
274.069		356.029	287.62	322.0476	350.002		489.34	286.002
274.151		356.32	287.803	322.1744	350.061		489.706	286.058
274.277		356.499	287.969	322.3873	350.354		489.972	286.858
274.377		356.729	288.195	322.5088	350.447		490.107	287.059
274.533		356.9	288.336	322.6921	350.551		490.315	287.188
274.641		357.031	288.497	322.8083	350.615		490.44	287.384
274.754		357.217	288.646	323.024	350.787		490.572	287.505
274.947		357.401	288.737	323.132	350.872		490.892	287.556
275.012		357.565	288.877	323.3064	350.97		491.028	287.595
275.157		357.814	289.063	323.4303	351.082		491.235	287.75
275.239		357.941	289.196	323.5868	351.23		491.396	287.781
275.419		358.184	289.367	323.7397	351.508		491.524	287.908
275.552		358.344	289.519	323.9468	351.541		491.728	288.002
275.688		358.469	289.614	324.0723	351.607		491.923	288.148
275.769		358.708	289.829	324.1893	351.921		492.077	288.186
275.861		358.957	289.943	324.3468	351.971		492.169	288.214
275.966		359.129	290.167	324.4985	352.046		492.292	288.303
276.264		359.307	290.32	324.6252	352.539		492.5	288.39
276.363		359.456	290.491	324.8089	352.855		492.669	288.476
276.527		359.636	290.588	324.9346	353.011		492.767	288.569
276.609		359.795	290.706	325.1436	353.093		492.89	288.601
276.691		360.003	290.835	325.2773	353.481		492.978	288.652
276.853		360.131	290.988	325.3724	353.781		493.127	289.015
277.035		360.227	291.109	325.5807	354.03		493.453	289.187
277.225		360.546	291.311	325.7088	354.179		493.702	289.271
277.332		360.704	291.416	325.9277	354.343		493.865	289.298
277.433		360.965	291.512	326.0503	354.49		494.091	289.398
277.587		361.06	291.611	326.1658	354.621		494.257	289.469
277.708		361.302	291.737	326.3304	354.755		494.35	289.501
277.79		361.432	291.844	326.4628	354.976		494.435	289.613
277.969		361.717	291.956	326.5889	355.048		494.693	289.664
278.064		361.905	292.08	326.7611	355.185		494.831	289.738
278.165		362.099	292.268	326.9843	355.378		494.967	289.899
278.3		362.287	292.458	327.1925	355.449		495.217	289.926
278.458		362.413	292.552	327.302	355.616		495.401	289.988
278.559		362.499	292.715	327.4656	355.756		495.52	290.152
278.654		362.742	292.832	327.5982	355.836		495.611	291.101
278.764		362.888	292.988	327.7657	355.968		495.719	291.148
278.891		363.13	293.08	327.9539	356.115		496.007	291.209
279.018		363.264	293.225	328.1076	356.201		496.199	291.766
279.172		363.478	293.344	328.2504	356.366		496.315	291.798
279.25		363.686	293.492	328.3711	356.464		496.499	291.972
279.407		363.778	293.608	328.5548	356.667		496.661	292.039
279.567		363.853	293.765	328.6808	356.732		496.736	292.622
279.65		364.114	293.897	328.8341	356.812		496.935	292.667
279.762		364.262	293.991	329.0332	357.07		497.023	292.703
279.915		364.368	294.143	329.2059	357.142		497.211	292.75
280.029		364.568	294.345	329.3385	357.275		497.271	292.909
280.157		364.77	294.454	329.4409	357.401		497.423	293.137
280.248		364.903	294.565	329.65	357.49		497.548	293.188
280.376		365.13	294.667	329.77	357.877		497.619	293.235
280.487		365.328	294.804	329.9551	357.929		497.78	293.384
280.618		365.517	294.948	330.1521	357.978		497.982	293.421
280.832		365.621	295.088	330.2757	358.493		498.05	293.569
281.027		365.702	295.193	330.4396	358.807		498.346	293.587
281.084		365.898	295.301	330.6234	359.005		498.402	293.799
281.237		365.972	295.48	330.7565	359.105		498.63	293.819
281.317		366.134	295.652	330.8692	359.389		498.697	293.884
281.464		366.285	295.758	331.0208	359.471		498.919	294.022
281.609		366.437	295.91	331.157	359.714		499.077	294.048
281.682		366.537	296.009	331.3416	359.84		499.221	294.09
281.795		366.658	296.176	331.4775	359.945		499.394	294.288
281.903		366.79	296.323	331.6807	360.075		499.516	294.303
282.047		366.936	296.466	331.7873	360.179		499.621	294.386
282.147		366.993	296.622	332.0169	360.359		499.734	295.059
282.257		367.186	296.842	332.1535	360.507		499.883	295.493
282.379		367.282	297.043	332.3152	360.573		500	295.553
282.506		367.397	297.244	332.4867	360.709		500.125	295.61
282.642		367.507	297.353	332.6382	360.834		500.269	295.773
282.827		367.739	297.486	332.8166	360.897		500.356	295.875
283.035		367.802	297.575	332.9496	361.087		500.468	295.913
283.106		367.931	297.824	333.112	361.178		500.579	295.987
283.24		368.016	297.939	333.2744	361.421		500.717	296.1
283.357		368.272	298.051	333.4103	361.498		500.778	296.168
283.533		368.362	298.249	333.5757	361.605		500.891	296.387
283.638		368.454	298.405	333.6909	361.858		500.998	296.411
283.708		368.624	298.504	333.8013	361.953		501.105	296.523
283.869		368.749	298.735	334.0505	362.051		501.213	296.617
283.966		368.858	298.838	334.2437	362.155		501.297	296.707
284.14		368.966	298.989	334.3577	362.371		501.451	296.765
284.245		369.07	299.118	334.5461	362.422		501.585	296.81
284.368		369.177	299.221	334.6954	362.64		501.704	296.894
284.466		369.318	299.338	334.8486	362.692		501.779	296.987
284.627		369.417	299.491	334.9781	362.817		501.858	297.018
284.721		369.524	299.604	335.0751	362.923		501.978	297.349
284.917		369.639	299.762	335.2854	363.075		502.126	297.384
285.01		369.713	299.899	335.4239	363.398		502.194	297.45
285.111		369.873	300.001	335.5671	363.466		502.347	297.543
285.248		369.972	300.115	335.7708	363.57		502.427	297.591
285.398		370.162	300.227	335.9348	363.753		502.541	297.731
285.505		370.331	300.344	336.0769	363.831		502.659	297.748
285.717		370.42	300.435	336.2344	364.254		502.75	297.799
285.779		370.485	300.685	336.4022	364.289		503.51	297.87
285.927		370.564	300.819	336.5791	364.409		503.697	298.092
286.026		370.692	300.969	336.699	364.532		503.912	298.115
286.166		370.815	301.067	336.813	364.775		504.075	298.362
286.237		370.919	301.184	336.9571	364.871		504.254	298.383
286.352		371.028	301.292	337.0656	365.038		504.408	299.312
286.524		371.112	301.406	337.215	365.183		504.601	299.348
286.649		371.223	301.529	337.3794	365.395		504.769	299.796
286.717		371.362	301.641	337.5309	365.481		504.827	299.83
286.842		371.583	301.885	337.6946	365.604		505.136	299.876
286.957		371.652	302.007	337.8602	365.72		505.249	299.968
287.057		371.776	302.167	337.9698	365.876		505.464	300.182
287.163		371.894	302.267	338.0882	366.019		505.657	300.23
287.313		372.009	302.434	338.2969	366.139		505.771	300.295
287.411		372.104	302.562	338.4225	366.223		505.996	300.387
287.524		372.346	302.702	338.5429	366.386		506.164	300.415
287.777		372.428	302.887	338.7177	366.507		506.334	300.682
287.888		372.586	303.025	338.8608	366.629		506.552	300.726
288.026		372.685	303.145	339.0273	366.836		506.672	300.787
288.161		372.78	303.303	339.1512	367.094		506.866	300.918
288.242		372.941	303.429	339.3504	367.198		506.957	301.013
288.354		373.068	303.631	339.47	367.26		507.173	301.054
288.461		373.226	303.784	339.6139	367.429		507.296	301.086
288.627		373.375	303.895	339.8292	367.909		507.372	301.265
288.739		373.473	304.049	339.9791	368.178		507.575	301.298
288.844		373.699	304.177	340.0939	368.331		507.726	301.413
288.978		373.898	304.336	340.2788	368.507		507.8	301.434
289.132		374.046	304.474	340.4106	368.583		507.915	301.598
289.22		374.132	304.604	340.5207	368.788		508.029	301.684
289.33		374.404	304.751	340.6908	368.93		508.117	301.709
289.43		374.583	304.873	340.8651	369.039		508.27	301.742
289.666		374.814	304.995	340.9659	369.19		508.374	301.904
289.918		374.972	305.166	341.1635	369.356		508.509	301.957
290.021		375.112	305.316	341.3012	369.465		508.62	301.98
290.151		375.25	305.425	341.5366	369.621		508.68	302.563
290.234		375.394	305.547	341.6761	369.705		508.775	302.608
290.34		375.522	305.679	341.8483	369.82		508.933	302.653
290.464		375.817	305.816	341.9792	370.018		508.989	302.746
290.586		375.979	305.9	342.1624	370.309		509.318	302.86
290.779		376.249	306.012	342.2951	370.363		509.609	302.913
290.86		376.443	306.151	342.4669	370.558		509.786	302.942
290.978		376.686	306.283	342.6237	370.695		509.936	303.076
291.102		376.913	306.421	342.7772	370.838		510.116	303.148
291.21		377.156	306.513	342.9162	371.026		510.211	303.227
291.354		377.319	306.684	343.0911	371.167		510.305	303.357
291.513		377.459	306.805	343.1908	371.359		510.652	303.383
291.653		377.738	306.916	343.4172	371.484		510.831	303.487
291.811		377.983	307.018	343.5569	371.63		510.94	303.545
291.918		378.156	307.178	343.6577	371.701		511.046	303.669
292.032		378.43	307.253	343.7975	371.763		511.197	303.704
292.221		378.646	307.366	343.9828	371.985		511.305	303.784
292.399		378.882	307.54	344.0836	372.072		511.479	303.828
292.508		379.05	307.729	344.2713	372.175		511.6	303.912
292.666		379.234	307.985	344.4404	372.317		511.722	304.25
292.733		379.444	308.204	344.5537	372.443		511.86	304.271
292.944		379.664	308.429	344.7276	372.568		511.954	304.325
293.014		379.931	308.521	344.8824	372.729		512.081	304.374
293.145		380.102	308.65	345.019	372.844		512.205	304.43
293.251		380.367	308.766	345.1856	372.99		512.353	304.691
293.434		380.489	308.873	345.3222	373.069		512.474	304.731
293.534		380.771	308.989	345.4756	373.206		512.609	304.877
293.667		380.899	309.201	345.6046	373.301		512.74	304.922
293.811		381.13	309.294	345.7993	373.4		512.909	304.95
293.929		381.271	309.404	345.9222	373.571		513.043	305.091
294.019		381.464	309.522	346.095	373.703		513.323	305.149
294.141		381.655	309.639	346.2334	373.897		513.632	305.301
294.296		381.883	309.771	346.3817	373.972		513.91	305.343
294.429		382.242	309.883	346.5268	374.058		514.052	305.452
294.505		382.402	310.055	346.6812	374.212		514.191	306.173
294.618		382.579	310.202	346.8472	374.532		514.456	306.209
294.731		382.836	310.276	346.9794	374.891		514.74	306.252
294.845		383.05	310.476	347.1525	375.016		514.925	306.302
294.967		383.191	310.601	347.2901	375.338		515.121	306.587
295.107		383.357	310.713	347.4505	375.436		515.335	306.631
295.197		383.559	310.822	347.6484	375.575		515.492	306.705
295.314		383.737	311.065	347.7721	375.865		515.683	306.767
295.455		383.839	311.189	347.884	376.095		515.805	306.9
295.531		384.006	311.253	348.0576	376.203		515.919	306.94
295.664		384.308	311.372	348.1904	376.284		516.117	307.017
295.793		384.541	311.47	348.364	376.455		516.32	307.499
295.997		384.718	311.58	348.5741	376.658		516.463	307.56
296.155		384.937	311.768	348.7152	376.787		516.578	308.164
296.248		385.247	311.9	348.8441	376.908		516.782	308.223
296.373		385.393	311.985	349.0213	377.035		516.919	308.266
296.509		385.686	312.098	349.1636	377.126		517.062	308.318
296.638		385.935	312.258	349.2971	377.332		517.155	308.452
296.799		386.071	312.359	349.4542	377.446		517.351	308.487
296.882		386.23	312.503	349.5753	377.535		517.468	308.735
296.992		386.458	312.663	349.7552	377.68		517.649	308.786
297.199		386.764	312.766	349.9012	377.795		517.736	308.811
297.27		386.95	312.914	350.053	377.927		517.847	309.002
297.403		387.099	313.03	350.2402	378.038		518.009	309.079
297.498		387.413	313.16	350.3943	378.197		518.141	309.138
297.636		387.568	313.257	350.5582	378.322		518.462	309.206
297.798		387.782	313.381	350.7235	378.5		518.813	309.267
297.871		388.037	313.557	350.8804	378.592		519.16	309.347
297.977		388.162	313.662	351.0281	378.724		519.353	309.46
298.158		388.431	313.811	351.1907	378.908		519.528	309.49
298.243		388.59	313.898	351.3764	378.993		519.712	309.637
298.354		388.856	314.071	351.5193	379.186		519.806	309.701
298.482		389.066	314.206	351.6781	379.259		520.071	309.863
298.586		389.259	314.367	351.8223	379.354		520.349	309.932
298.681		389.43	314.451	351.9615	379.476		520.542	309.96
298.906		389.506	314.579	352.1508	379.616		520.727	310.237
298.979		389.647	314.686	352.2575	379.812		520.907	310.276
299.104		389.82	314.798	352.47	379.895		521.084	310.371
299.22		390.162	314.927	352.6159	380.051		521.293	310.457
299.41		390.267	315.055	352.7695	380.148		521.453	310.606
299.541		390.416	315.202	352.9425	380.215		521.65	310.677
299.644		390.528	315.308	353.1039	380.546		521.842	310.824
299.72		390.807	315.47	353.2585	380.845		522.052	310.851
299.882		391.038	315.69	353.3836	380.937		522.229	310.918
299.961		391.127	315.963	353.5853	381.062		522.42	311.134
300.132		391.272	316.159	353.7444	381.171		522.528	311.165
300.255		391.569	316.257	353.8924	381.528		522.726	311.194
300.345		391.692	316.38	354.0493	381.631		522.876	311.235
300.461		391.808	316.489	354.207	381.961		523.069	311.333
300.652		391.959	316.6	354.4283	382.061		523.298	311.427
300.742		392.265	316.77	354.596	382.49		523.388	311.494
300.895		392.448	316.871	354.749	382.6		523.445	311.514
301.106		392.609	316.96	354.9139	382.693		523.986	311.585
301.198		392.845	317.236	355.0561	382.901		524.523	311.651
301.353		393.031	317.348	355.2404	383.086		524.747	311.873
301.442		393.123	317.429	355.3857	383.201		524.994	312.359
301.586		393.204	317.54	355.509	383.453		525.313	313.02
301.691		393.575	317.702	355.7011	383.61		525.563	313.098
301.767		393.751	317.791	355.8232	383.696		525.79	313.169
301.887		393.94	317.986	355.986	383.809		525.922	313.288
302.037		394.17	318.111	356.1624	383.995		526.144	313.401
302.207		394.254	318.261	356.3534	384.076		526.298	313.497
302.281		394.364	318.381	356.5203	384.233		526.419	313.533
302.409		394.56	318.501	356.6603	384.351		526.646	313.93
302.519		394.7	318.664	356.8087	384.479		526.783	313.974
302.657		394.851	318.778	356.9407	384.633		526.938	314.053
302.761		394.987	318.858	357.0984	384.742		527.068	314.414
302.899		395.174	319.006	357.244	384.922		527.294	314.462
303.008		395.281	319.108	357.3635	385.107		527.422	314.59
303.124		395.539	319.243	357.4818	385.275		527.589	314.66
303.276		395.731	319.434	357.7196	385.356		527.793	314.704
303.454		395.824	319.538	357.8772	385.495		527.969	314.734
303.529		395.981	319.659	358.028	385.573		528.158	314.994
303.667		396.223	319.828	358.1433	385.723		528.321	315.028
304.028		396.343	319.923	358.3369	385.82		528.501	315.05
304.183		396.447	320.071	358.4822	385.894		528.703	315.106
304.289		396.585	320.192	358.6412	386.052		528.821	315.173
304.366		396.78	320.314	358.7807	386.171		529.4	315.281
304.482		396.875	320.489	358.9974	386.301		529.789	315.438
304.59		396.979	320.58	359.1227	386.515		530.06	315.482
304.706		397.115	320.715	359.2353	386.61		530.145	315.675
304.911		397.219	320.834	359.4344	386.782		530.345	315.749
304.977		397.357	320.956	359.5407	386.883		530.558	315.795
305.128		397.481	321.119	359.6877	386.985		530.927	315.846
305.239		397.588	321.271	359.8417	387.123		531.196	315.918
305.393		397.725	321.517	360.0416	387.197		531.449	315.949
305.506		398.002	321.659	360.1916	387.338		531.699	316.039
305.641		398.104	321.788	360.3112	387.468		531.899	316.084
305.752		398.244	321.985	360.4585	387.786		532.081	316.121
305.934		398.392	322.1	360.6382	388.084		532.341	316.409
306.025		398.495	322.298	360.8122	388.12		532.468	316.866
306.159		398.569	322.391	360.9206	388.249		532.732	317.212
306.251		398.745	322.577	361.1219	388.565		532.921	317.406
306.403		398.862	322.684	361.2647	388.738		533.13	317.444
306.499		399.006	322.862	361.4234	388.975		533.377	317.498
306.634		399.143	322.991	361.5961	389.049		533.553	317.681
306.732		399.343	323.089	361.713	389.265		533.736	317.71
306.86		399.456	323.19	361.8833	389.482		533.981	317.757
307.06		399.669	323.299	362.1125	389.546		534.194	317.83
307.227		399.758	323.43	362.2211	389.675		534.684	317.875
307.371		399.864	323.615	362.3653	389.779		535.009	318.027
307.54		400.066	323.699	362.5432	389.89		535.317	318.187
307.624		400.236	323.877	362.6869	390.096		535.589	318.219
307.718		400.451	324.052	362.7923	390.151		535.883	318.276
307.827		400.636	324.215	362.9686	390.293		536.121	318.335
308.013		400.798	324.352	363.1344	390.403		536.372	318.416
308.101		400.892	324.465	363.2843	390.586		536.598	318.667
308.244		401.083	324.567	363.4174	390.663		536.861	318.732
308.348		401.29	324.702	363.6332	390.772		537.085	318.8
308.499		401.59	324.845	363.7845	390.968		537.327	318.871
308.634		401.712	324.944	363.9132	391.041		537.52	318.911
308.729		401.897	325.058	364.1246	391.181		537.733	319.05
308.815		402.058	325.201	364.2378	391.266		537.933	319.103
308.943		402.195	325.308	364.4072	391.393		538.168	319.13
309.082		402.273	325.577	364.5089	391.601		538.336	319.209
309.274		402.591	325.771	364.7234	391.688		538.533	319.302
309.395		402.751	325.884	364.8252	391.805		538.748	319.346
309.517		403.002	325.972	365.0273	391.893		538.938	319.45
309.671		403.135	326.105	365.1755	392.05		539.143	319.466
309.785		403.323	326.234	365.398	392.166		539.434	319.57
309.912		403.393	326.38	365.6713	392.234		539.805	319.599
310.066		403.559	326.517	365.779	392.426		540.188	319.852
310.171		403.886	326.607	365.9389	392.481		540.393	319.885
310.279		403.969	326.755	366.1332	392.607		540.631	319.913
310.39		404.154	326.848	366.2432	392.746		540.806	319.998
310.512		404.49	326.997	366.4122	393.141		541.047	320.036
310.668		404.654	327.089	366.5386	393.203		541.327	320.14
310.831		404.825	327.228	366.7325	393.279		541.502	320.181
310.979		405.041	327.33	366.8481	393.55		541.822	320.279
311.058		405.27	327.458	367.0165	393.921		542.088	320.372
311.184		405.493	327.69	367.2053	394.1		542.344	320.417
311.306		405.676	327.768	367.3283	394.174		542.602	320.472
311.43		405.811	327.885	367.5297	394.268		542.792	320.539
311.55		405.957	328.13	367.6686	394.393		542.992	320.623
311.656		406.204	328.295	367.7987	394.609		543.21	320.704
311.765		406.467	328.394	367.8933	394.685		543.429	320.732
311.898		406.64	328.515	368.064	394.788		543.642	320.945
311.988		406.894	328.738	368.2881	394.95		543.878	321.001
312.148		407.09	328.838	368.4348	395.048		544.081	321.02
312.259		407.294	328.924	368.5852	395.17		544.288	321.626
312.366		407.436	329.09	368.7012	395.287		544.532	322.027
312.457		407.685	329.205	368.9204	395.413		544.775	322.09
312.622		407.799	329.305	369.0423	395.55		545.175	322.243
312.745		408.014	329.503	369.2253	395.685		545.526	322.289
312.88		408.132	329.625	369.3508	395.748		545.803	322.435
313.149		408.357	329.749	369.5525	395.948		546.034	322.502
313.306		408.511	329.858	369.6395	396.031		546.185	322.599
313.427		408.746	330.011	369.8077	396.149		546.419	322.647
313.501		408.959	330.122	369.936	396.242		546.688	322.733
313.774		409.194	330.228	370.0824	396.394		546.928	322.833
313.884		409.488	330.344	370.2341	396.593		547.22	322.899
313.986		409.66	330.533	370.3765	396.676		547.473	323.02
314.073		409.763	330.642	370.5675	396.811		547.727	323.038
314.28		410.059	330.792	370.683	396.894		547.925	323.26
314.403		410.365	330.922	370.8506	396.967		548.183	323.321
314.487		410.569	331.009	371.0847	397.152		548.362	323.355
314.614		410.667	331.157	371.2025	397.244		548.617	323.415
314.739		410.947	331.264	371.3427	397.367		548.863	323.779
314.85		411.184	331.516	371.5094	397.443		549.115	323.821
315.043		411.403	331.624	371.6964	397.625		549.29	323.902
315.222		411.647	331.791	371.852	397.778		549.538	323.973
315.384		411.899	331.935	371.988	397.855		549.742	324.111
315.463		412.091	332.02	372.132	397.944		550.084	324.156
315.607		412.242	332.132	372.3114	398.105		550.279	324.24
315.677		412.485	332.282	372.432	398.194		550.591	324.289
315.812		412.734	332.391	372.5463	398.309		550.802	324.364
316.144		412.923	332.605	372.7136	398.439		551.075	324.499
316.251		413.092	332.733	372.8551	398.624		551.229	324.594
316.427		413.351	332.833	372.9889	398.819		551.414	325.015
316.508		413.526	332.99	373.1682	398.955		551.679	325.072
316.637		413.68	333.098	373.3382	399.283		551.988	325.547
316.754		413.99	333.263	373.4937	399.407		552.362	325.958
316.862		414.171	333.374	373.6602	399.595		552.618	326.024
317.067		414.388	333.473	373.8261	399.655		552.807	326.055
317.132		414.63	333.567	373.9947	399.796		553.099	326.113
317.292		414.867	333.732	374.1274	399.93		553.319	326.16
317.369		415.03	333.91	374.2716	400.084		553.546	326.426
317.48		415.14	334.066	374.4299	400.233		553.801	326.524
317.686		415.346	334.301	374.5629	400.299		553.998	326.564
317.807		415.56	334.372	374.7549	400.426		554.278	326.634
317.9		415.731	334.509	374.8625	400.583		554.444	326.761
318.008		415.972	334.649	375.0649	400.643		554.636	326.85
318.161		416.16	334.745	375.2932	400.81		554.838	326.875
318.281		416.376	334.865	375.3718	400.895		555.242	327.002
318.387		416.515	334.957	375.5845	401.002		555.662	327.269
318.485		416.781	335.183	375.7696	401.142		555.876	327.305
318.605		416.993	335.271	375.8635	401.242		556.032	327.416
318.711		417.215	335.445	376.0312	401.39		556.278	327.47
318.936		417.392	335.544	376.163	401.477		556.655	327.501
319.057		417.591	335.656	376.3575	401.619		556.985	327.62
319.17		417.72	335.765	376.4878	401.731		557.202	327.7
319.332		417.918	335.891	376.6693	401.836		557.527	327.742
319.431		418.184	336.016	376.8733	401.965		557.756	327.858
319.549		418.322	336.12	376.9857	402.077		558.025	327.891
319.672		418.486	336.278	377.1315	402.203		558.2	328.09
319.775		418.568	336.452	377.2669	402.419		558.409	328.172
319.902		418.922	336.573	377.4272	402.504		558.647	328.644
320.026		419.121	336.669	377.6157	402.702		558.923	328.727
320.141		419.303	336.777	377.9028	402.823		559.192	328.796
320.271		419.43	336.958	377.9909	402.955		559.348	328.843
320.444		419.645	337.046	378.0824	403.141		559.634	328.884
320.731		419.839	337.192	378.2613	403.765		559.794	328.937
